date;hour;sub_rf_id;Ptes
27.11.2020 0:00:00;23;41;3653.55824576966
27.11.2020 0:00:00;0;42;706
27.11.2020 0:00:00;1;42;706
27.11.2020 0:00:00;2;42;706
27.11.2020 0:00:00;3;42;706
27.11.2020 0:00:00;4;42;706
27.11.2020 0:00:00;5;42;706
27.11.2020 0:00:00;6;42;706
27.11.2020 0:00:00;7;42;706
27.11.2020 0:00:00;8;42;706
27.11.2020 0:00:00;9;42;706
27.11.2020 0:00:00;10;42;706
27.11.2020 0:00:00;11;42;706
27.11.2020 0:00:00;12;42;706
27.11.2020 0:00:00;13;42;706
27.11.2020 0:00:00;14;42;706
27.11.2020 0:00:00;15;42;706
27.11.2020 0:00:00;16;42;706
27.11.2020 0:00:00;17;42;706
27.11.2020 0:00:00;18;42;706
27.11.2020 0:00:00;19;42;706
27.11.2020 0:00:00;20;42;706
27.11.2020 0:00:00;21;42;706
27.11.2020 0:00:00;22;42;706
27.11.2020 0:00:00;23;42;706
27.11.2020 0:00:00;0;46;7702.441993
27.11.2020 0:00:00;1;46;7337.89562941037
27.11.2020 0:00:00;2;46;6976.295988
27.11.2020 0:00:00;3;46;6976.295988
